안심식당SEQ,시도코드,시도명,시군구명,사업장명,대표자명,안심식당지정일,주소1,주소2,업종,업종상세,전화번호, 선정여부,안심식당취소일,비고(웹사이트등),수정일,
2554,440000,경기도,수원시,청담이상 영통점,김용식,2020-07-27,경기도 수원시 영통구 청명남로 32,2층,일반음식점,한식,031-203-1267,Y,null, ,2020-08-06,
2553,440000,경기도,수원시,쿠우쿠우 수원시청점,박주용,2020-07-27,경기도 수원시 팔달구 권광로 187번길 23,형만빌딩,일반음식점,한식,031-225-6274,Y,null, ,2020-08-06,
2552,440000,경기도,수원시,쿠우쿠우 서수원점,이현아,2020-07-24,경기도 수원시 권선구 금곡로 206,우성메디피아 603호,일반음식점,일식,031-294-3110,Y,null, ,2020-08-06,
2551,440000,경기도,수원시,가보정,이종학,2020-07-22,경기도 수원시 팔달구 장다리로 282, ,일반음식점,한식,1600-3883,Y,null, ,2020-08-06,
2550,440000,경기도,수원시,송풍가든,권소미,2020-07-22,경기도 수원시 장안구 경수대로 1013, ,일반음식점,한식,031-252-4700,Y,null, ,2020-08-06,
2549,440000,경기도,수원시,신라갈비,이정섭,2020-07-22,경기도 수원시 영통구 동수원로 538, ,일반음식점,한식,031-212-2354,Y,null, ,2020-08-06,
2548,461000,경기도,성남시,유명갈매기,홍대수,2020-07-23,경기도 성남시 중원구 양현로 469.,2층,일반음식점,한식,031-752-2393,Y,null, ,2020-08-06,
2547,461000,경기도,성남시,원두막,곽정신,2020-07-23,경기도 성남시 중원구 마지로 284,1층,일반음식점,한식,031-758-4752,Y,null, ,2020-08-06,
2546,461000,경기도,성남시,여울목,문경애,2020-07-23,경기도 성남시 중원구 마지로 284-1.,1층,일반음식점,한식,031-758-1057,Y,null, ,2020-08-06,
2545,461000,경기도,성남시,예가낙지마을,조중권,2020-07-22,경기도 성남시 중원구 둔촌대로 388. ,116호. 129호,일반음식점,한식,031-777-8931,Y,null, ,2020-08-06,
2544,461000,경기도,성남시,돌솥한정식,이세열,2020-07-22,경기도 성남시 중원구 둔촌대로 388.,B108호 ,일반음식점,한식,031-746-5800,Y,null, ,2020-08-06,
2543,461000,경기도,성남시,중화요리 믿음,김정숙,2020-07-22,경기도 성남시 중원구 둔촌대로 388.,211-2호 ,일반음식점,중식,031-777-8260,Y,null, ,2020-08-06,
2542,461000,경기도,성남시,한우나라,최윤영,2020-07-22,경기도 성남시 중원구 둔촌대로 388. ,크란츠 테크노 2층 205-1호 ,일반음식점,한식,031-731-0231,Y,null, ,2020-08-06,
2541,461000,경기도,성남시,사거리감자탕,박상민,2020-07-23,경기도 성남시 중원구 금상로57번길 5-1.,1층,일반음식점,한식,031-731-6100,Y,null, ,2020-08-06,
2540,461000,경기도,성남시,추어탕전문점 대령숙수,서채연,2020-07-22,경기도 성남시 중원구 둔촌대로 369.,1층 ,일반음식점,한식,031-751-4888,Y,null, ,2020-08-06,
2539,461000,경기도,성남시,성원 닭갈비,김후남,2020-07-26,경기도 성남시 중원구 둔촌대로 279,1층,일반음식점,한식,031-751-4027,Y,null, ,2020-08-06,
2538,461000,경기도,성남시,한주,한주,2020-07-22,경기도 성남시 중원구 둔촌대로 249.,1층 ,일반음식점,한식,031-755-9978,Y,null, ,2020-08-06,
2537,461000,경기도,성남시,무봉리토종순대국,김현주,2020-07-22,경기도 성남시 중원구 둔촌대로 196.,101호 ,일반음식점,한식,031-752-7495,Y,null, ,2020-08-06,
2536,461000,경기도,성남시,복이네 칼국수,이향의,2020-07-26,경기도 성남시 중원구 둔촌대로183번길 3.,1층,일반음식점,일식,031-757-5567,Y,null, ,2020-08-06,
2535,461000,경기도,성남시,배영순해장국감자탕,배영순,2020-07-22,경기도 성남시 중원구 광명로 68,1층,일반음식점,한식,031-755-7456,Y,null, ,2020-08-06,
2534,461000,경기도,성남시,고향식당,박재옥,2020-07-22,경기도 성남시 중원구 광명로 80. ,1층 ,일반음식점,한식,031-721-5282,Y,null, ,2020-08-06,
2533,461000,경기도,성남시,홍천박가네닭갈비,염미석,2020-07-22,경기도 성남시 중원구 광명로 86-3. ,101호 ,일반음식점,한식,031-759-5838,Y,null, ,2020-08-06,
2532,461000,경기도,성남시,대운숯불갈비,양운규,2020-07-22,경기도 성남시 중원구 광명로 114.,2층 ,일반음식점,한식,031-755-3952,Y,null, ,2020-08-06,
2531,461000,경기도,성남시,태오스시,김광중,2020-07-22,경기도 성남시 중원구 박석로91,1층,일반음식점,일식,031-733-1722,Y,null, ,2020-08-06,
2530,461000,경기도,성남시,도원,최동훈,2020-07-22,경기도 성남시 중원구 둔촌대로 464,101호,일반음식점,중식,031-737-6788,Y,null, ,2020-08-06,
2529,461000,경기도,성남시,혼마스시,임동식,2020-07-23,경기도 성남시 중원구 둔촌대로 395-1,서동빌딩 1층,일반음식점,일식,031-731-3733,Y,null, ,2020-08-06,
2528,461000,경기도,성남시,참돈,류현옥,2020-07-22,경기도 성남시 중원구 갈마치로 215,A-109호 ,일반음식점,한식,031-731-0722,Y,null, ,2020-08-06,
2527,461000,경기도,성남시,처가집,박인수,2020-07-22,경기도 성남시 중원구 사기막골로45번길 14,B동 B311호,일반음식점,한식,031-8018-2593,Y,null, ,2020-08-06,
2526,461000,경기도,성남시,복우물부대&김치찌개전문,이미나,2020-07-23,경기도 성남시 중원구 사기막골로 124,1층 113호,일반음식점,한식,031-776-0988,Y,null, ,2020-08-06,
2525,461000,경기도,성남시,돼지랑 콩나물,김미정,2020-07-22,경기도 성남시 중원구 사기막골로 124,비즈센터동 1층 105호,일반음식점,한식,031-776-0988,Y,null, ,2020-08-06,
2524,461000,경기도,성남시,천궁,심미진,2020-07-22,경기도 성남시 중원구 사기막골로 124,B212호 ,일반음식점,중식,031-776-3141,Y,null, ,2020-08-06,
2523,461000,경기도,성남시,맛집춘향,김성자,2020-07-23,경기도 성남시 중원구 산성대로466번길 4,1층,일반음식점,한식,031-749-0052,Y,null, ,2020-08-06,
2522,461000,경기도,성남시,전주콩나물한시루국밥2,송요미,2020-07-20,경기도 성남시 중원구 둔촌대로 464,드림테크노 지층 101호,일반음식점,한식,031-737-6798,Y,null, ,2020-08-06,
2521,461000,경기도,성남시,김봉현의 행운낙지,최병철,2020-07-20,경기도 성남시 중원구 둔촌대로457번길 27,102호,일반음식점,한식,031-737-2755,Y,null, ,2020-08-06,
2520,461000,경기도,성남시,장모님콩밭,노순희,2020-07-20,경기도 성남시 중원구 둔촌대로 464,102호. 103호,일반음식점,한식,031-736-7337,Y,null, ,2020-08-06,
2519,461000,경기도,성남시,포츈차이니즈레스토랑,김민대,2020-07-20,경기도 성남시 중원구 양현로405번길 5,209호~212호 ,일반음식점,중식,031-721-9998,Y,null, ,2020-08-06,
2518,461000,경기도,성남시,초원갈매기,김금남,2020-07-20,경기도 성남시 중원구 성남대로997번길 51-18,1층,일반음식점,한식,031-702-8830,Y,null, ,2020-08-06,
2517,461000,경기도,성남시,온달,김미라,2020-07-20,경기도 성남시 중원구 광명로 55,2층,일반음식점,한식,031-754-8292,Y,null, ,2020-08-06,
2516,461000,경기도,성남시,김문재반점,김문재,2020-07-20,경기도 성남시 중원구 둔촌대로 474,지하1층 B113호,일반음식점,중식,031-742-2858,Y,null, ,2020-08-06,
2515,461000,경기도,성남시,놀부부대찌개,김정숙,2020-07-17,경기도 성남시 중원구 금상로 51,1층,일반음식점,한식,031-753-7892,Y,null, ,2020-08-06,
2514,461000,경기도,성남시,돈우식당,김영애,2020-07-17,경기도 성남시 중원구 둔촌대로413번길 12, ,일반음식점,한식,031-735-7731,Y,null, ,2020-08-06,
2513,461000,경기도,성남시,오대양참치,윤월근,2020-07-17,경기도 성남시 중원구 산성대로552번길 3,1층,일반음식점,일식,031-734-3535,Y,null, ,2020-08-06,
2512,461000,경기도,성남시,함경면옥,강혜현,2020-07-17,경기도 성남시 중원구 산성대로 566,1층. 2층 ,일반음식점,한식,031-732-9275,Y,null, ,2020-08-06,
2511,461000,경기도,성남시,유황생오리,맹지연,2020-07-16,경기도 성남시 중원구 광명로347번길 11,1층,일반음식점,한식,050-7458-2534,Y,null, ,2020-08-06,
2510,461000,경기도,성남시,금광풍년쌈밥,황미순,2020-07-16,경기도 성남시 중원구 광명로 330-1,1층,일반음식점,한식,031-735-5676,Y,null, ,2020-08-06,
2509,461000,경기도,성남시,정가네짬뽕,함영복,2020-07-16,경기도 성남시 중원구 금빛로 48,1층,일반음식점,중식,031-743-2001,Y,null, ,2020-08-06,
2508,461000,경기도,성남시,채선당 단대오거리점,김은희,2020-07-16,경기도 성남시 중원구 산성대로 380,201호,일반음식점,한식,031-731-4949,Y,null, ,2020-08-06,
2507,461000,경기도,성남시,정가네 어죽마을,황동룡,2020-07-16,경기도 성남시 중원구 산성대로 414,1층,일반음식점,한식,031-731-2288,Y,null, ,2020-08-06,
2506,461000,경기도,성남시,꽃게맨꽃게걸,이경순,2020-07-15,경기도 성남시 중원구 산성대로 94,2층,일반음식점,한식,031-757-9991,Y,null, ,2020-08-06,
2505,461000,경기도,성남시,돌쌈장작구이,조춘재,2020-07-15,경기도 성남시 중원구 제일로 22,101호~103호,일반음식점,한식,031-755-3392,Y,null, ,2020-08-06,
2504,461000,경기도,성남시,토박이,박정옥,2020-07-15,경기도 성남시 중원구 제일로 16,2층,일반음식점,한식,031-751-3244,Y,null, ,2020-08-06,
2503,461000,경기도,성남시,무궁화 한우생고기,양정수,2020-07-15,경기도 성남시 중원구 둔촌대로101번길 3,금강빌딩 1층,일반음식점,한식,031-756-5704,Y,null, ,2020-08-06,
2502,461000,경기도,성남시,본죽,김일순,2020-07-15,경기도 성남시 중원구 제일로 39,1층,일반음식점,한식,031-721-6233,Y,null, ,2020-08-06,
2501,420000,경기도,부천시,경인로570 숯불구이,강경필,2020-07-22,경기도 부천시 경인로 570,1층,일반음식점,한식,032-710-7555,Y,null, ,2020-08-06,
2500,420000,경기도,부천시,차이나몽,이하경,2020-07-22,경기도 부천시 범안로 78,현대홈타운2단지 상가동 2층,일반음식점,한식,032-343-0082,Y,null, ,2020-08-06,
2499,420000,경기도,부천시,명륜진사갈비 상동점,박남영,2020-07-22,경기도 부천시 장말로,정우프라자 1층. 2층,일반음식점,한식,032-328-6345,Y,null, ,2020-08-06,
2498,420000,경기도,부천시,부천 위브더스테이트 본죽,김봉임,2020-07-21,경기도 부천시 중동 1113번지,두산위브더스테이트 701동 124호,일반음식점,한식,032-621-8333,Y,null, ,2020-08-06,
2497,420000,경기도,부천시,청학재,김부월,2020-07-21,경기도 부천시 중동로 248번길 105,207호,일반음식점,한식,032-324-5262,Y,null, ,2020-08-06,
2496,420000,경기도,부천시,어가참치,오희일,2020-07-21,경기도 부천시 석천로 182,3층,일반음식점,일식,032-324-3737,Y,null, ,2020-08-06,
2495,420000,경기도,부천시,아인,김성덕,2020-07-21,경기도 부천시 석천로 184-12,삼성프라자 101호,일반음식점,기타외국식,032-322-7879,Y,null, ,2020-08-06,
2494,420000,경기도,부천시,명태어장,이길심,2020-07-21,경기도 부천시 신흥로 250,함천빌딩 101호,일반음식점,한식,032-321-6774,Y,null, ,2020-08-06,
2493,420000,경기도,부천시,유에프오(어반푸드오피스),신병욱,2020-07-20,경기도 부천시 길주로 131,부천호텔 1층,일반음식점,서양식,032-324-8182,Y,null, ,2020-08-06,
2492,420000,경기도,부천시,묵향,박영자,2020-07-20,경기도 부천시 중동로 254번길 104,호정프라자 206호,일반음식점,한식,032-322-3481,Y,null, ,2020-08-06,
2491,420000,경기도,부천시,다온,이남미,2020-07-20,경기도 부천시 소향로 233,2층,일반음식점,한식,032-322-1199,Y,null, ,2020-08-06,
2490,420000,경기도,부천시,회랑,정태완,2020-07-18,경기도 부천시 원미구 중동 1137번지,정석프라자 2층,일반음식점,일식,032-322-3532,Y,null, ,2020-08-06,
2489,420000,경기도,부천시,미강우렁쌈밥&버섯전골,백명숙,2020-07-16,경기도 부천시 부흥로402번길 49,1층,일반음식점,한식,032-664-7986,Y,null, ,2020-08-06,
2488,420000,경기도,부천시,서안메밀집 상동점,김효순 외 1명,2020-07-16,경기도 부천시 석천로 13,광명빌딩 1층,일반음식점,한식,032-321-3354,Y,null, ,2020-08-06,
2487,420000,경기도,부천시,숙달돼지 신중동점,이동규,2020-07-15,경기도 부천시 중동로262번길 80,혜영빌딩 101호. 102호. 105호,일반음식점,한식,070-4136-9255,Y,null, ,2020-08-06,
2486,420000,경기도,부천시,황소돌곱창,정수현,2020-07-15,경기도 부천시 중동로262번길 84,한라프라자 103호,일반음식점,한식,032-663-0001,Y,null, ,2020-08-06,
2485,420000,경기도,부천시,돈불식당,박성욱,2020-07-15,경기도 부천시 상동로117번길 31,대림타운 114호,일반음식점,한식,032-327-9879,Y,null, ,2020-08-06,
2484,420000,경기도,부천시,형아네,박종태 외 1명,2020-07-15,경기도 부천시 상동로117번길 31,대림타운 104호,일반음식점,일식,032-325-2662,Y,null, ,2020-08-06,
2483,420000,경기도,부천시,서안메일집,서연희,2020-07-14,경기도 부천시 신흥로 103,영제빌딩 1층,일반음식점,한식,032-652-3355,Y,null, ,2020-08-06,
2482,420000,경기도,부천시,빕스중동소풍점,정성필,2020-07-14,경기도 부천시 송내대로 239,6층 6C02호,일반음식점,기타외국식,032-328-1997,Y,null, ,2020-10-29,
2481,420000,경기도,부천시,송추가마골 롯데중동지점,김재민,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,한식,032-325-8181,Y,null, ,2020-08-06,
2480,420000,경기도,부천시,서래마을서래식당 중동롯데점,김기돈,2020-07-14,경기도 부천시 길주로 300,롯데백화점 10층,일반음식점,한식,032-323-6288,Y,null, ,2020-08-06,
2479,420000,경기도,부천시,도토리편백집중동점,최은영,2020-07-14,경기도 부천시 길주로 300,롯데백화점 10층,일반음식점,한식,032-320-7906,Y,null, ,2020-08-06,
2478,420000,경기도,부천시,베이징,정윤택,2020-07-14,경기도 부천시 길주로 300,롯데백화점 10층,일반음식점,중식,032-320-7879,Y,null, ,2020-08-06,
2477,420000,경기도,부천시,(주)란성에프앤씨 중동점 하나돈까스,하영자,2020-07-14,경기도 부천시 길주로 300,롯데백화점 10층,일반음식점,일식,032-320-7840,Y,null, ,2020-08-06,
2476,420000,경기도,부천시,사월에쭈꾸미.전골,정인기,2020-07-14,경기도 부천시 길주로 300,롯데백화점 10층,일반음식점,한식,032-320-7790,Y,null, ,2020-08-06,
2475,420000,경기도,부천시,용호동낙지 롯데중동점,김재익,2020-07-14,경기도 부천시 길주로 300,롯데백화점 10층,일반음식점,한식,032-320-7456,Y,null, ,2020-08-06,
2474,420000,경기도,부천시,백년옥목천집,최요섭,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,null, ,2020-08-06,
2473,420000,경기도,부천시,남산올빼미돈까스 롯데중동점,유전균,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,null, ,2020-08-06,
2472,420000,경기도,부천시,선호에프엔비중동점(속초코다리냉면),김종범,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,null, ,2020-08-06,
2471,420000,경기도,부천시,먹쉬돈나,유영자,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,한식,032-320-7114,Y,null, ,2020-08-06,
2470,420000,경기도,부천시,공화춘 롯데백화점중동점,이범택,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,중식,032-320-7114,Y,null, ,2020-08-06,
2469,420000,경기도,부천시,시그니처랩 중동점,정호균,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,서양식,032-320-7114,Y,null, ,2020-08-06,
2468,420000,경기도,부천시,면앤장,김재일,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,기타외국식,032-320-7114,Y,null, ,2020-08-06,
2467,420000,경기도,부천시,행복가마솥밥 롯데백화점부천중동점,김익수,2020-07-14,경기도 부천시 길주로 300,롯데백화점 지하1층,일반음식점,한식,032-320-7017,Y,null, ,2020-08-06,
2466,420000,경기도,부천시,긴자라멘,장윤신,2020-07-13,경기도 부천시 석천로 170번길 19, ,일반음식점,한식,032-328-3748,Y,null, ,2020-08-06,
2465,420000,경기도,부천시,제주궁,송용근,2020-07-13,경기도 부천시 석천로 178번길 23,201~202호,일반음식점,한식,032-325-3253,Y,null, ,2020-08-06,
2464,420000,경기도,부천시,해빔(현대백화점 중동점),송미정,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,한식,032-623-2888,Y,null, ,2020-08-06,
2463,420000,경기도,부천시,정육점불고기 현대중동점,손원현,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,한식,032-623-2885,Y,null, ,2020-08-06,
2462,420000,경기도,부천시,힛더스팟(현대중동점),김주엽,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,서양식,032-623-2882,Y,null, ,2020-08-06,
2461,420000,경기도,부천시,차이(Chai)797현대중동점,손원현,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,중식,032-623-2879,Y,null, ,2020-08-06,
2460,420000,경기도,부천시,(주)캘리스코사보텐현대중동점,구지은,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,일식,032-623-2874,Y,null, ,2020-08-06,
2459,420000,경기도,부천시,(주)알트윈푸드 다쯔미 중동점,조미영,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,일식,032-623-2832,Y,null, ,2020-08-06,
2458,420000,경기도,부천시,리원중동점,박효순,2020-07-10,경기도 부천시 길주로 180,현대백화점 8층,일반음식점,한식,032-623-2816,Y,null, ,2020-08-06,
2457,420000,경기도,부천시,미담,고창환,2020-07-09,경기도 부천시 중동로254번길 70,2층. 3층,일반음식점,한식,032-322-9222,Y,null, ,2020-08-06,
2456,420000,경기도,부천시,키움참치,윤구원,2020-07-09,경기도 부천시 중동로254번길 64,신일아르디세 120호,일반음식점,일식,032-321-1552,Y,null, ,2020-08-06,
2455,420000,경기도,부천시,북극돼지,노재영,2020-07-08,경기도 부천시 상일로 96,세원빌딩 201호,일반음식점,한식,070-8935-6314,Y,null, ,2020-08-06,
2454,420000,경기도,부천시,조마루감자탕 송내점,김성국,2020-07-08,경기도 부천시 부일로205번길 54,상동아크로텔 101호~104호,일반음식점,한식,050-4456-0252,Y,null, ,2020-08-06,
2453,420000,경기도,부천시,무등산추어탕,김숙자,2020-07-08,경기도 부천시 석천로25번길 40,1층,일반음식점,한식,032-326-9292,Y,null, ,2020-08-06,
2452,420000,경기도,부천시,세종가,김미정,2020-07-08,경기도 부천시 상이로39번길 7-17,1층,일반음식점,한식,032-323-6237,Y,null, ,2020-08-06,
2451,420000,경기도,부천시,본죽(중동점),이효남,2020-07-07,경기도 부천시 소향로 135,부일상호신용금고 1층,일반음식점,한식,032-326-6660,Y,null, ,2020-08-06,
2450,420000,경기도,부천시,참맛진숯불갈비,김봉근,2020-07-07,경기도 부천시 석천로177번길 16,201호. 202호,일반음식점,한식,032-325-6464,Y,null, ,2020-08-06,
2449,420000,경기도,부천시,우리보쌈과만두전골(중동점),조춘근 외 3명,2020-07-07,경기도 부천시 소향로,(주)부일상호신용금고 1층. 2층,일반음식점,한식,032-324-8686,Y,null, ,2020-08-06,
2448,420000,경기도,부천시,영월애곤드레(부천점),홍완서,2020-07-06,경기도 부천시 소향로 195,우림루미아트클래식 201호~204호,일반음식점,한식,032-818-5396,Y,null, ,2020-08-06,
2447,420000,경기도,부천시,시골애(愛),이영숙,2020-07-06,경기도 부천시 중동로254번길 36,하이베라스 101호~102호,일반음식점,한식,032-654-0013,Y,null, ,2020-08-06,
2446,472000,경기도,남양주시,㈜이루지점강마루,조수희,2020-07-27,경기도 남양주시 강변북로 632번길 16-131, ,일반음식점,한식,031-569-2002,Y,null, ,2020-08-06,
2445,472000,경기도,남양주시,삼다도,장양섭,2020-07-27,경기도 남양주시 강변북로 632번길 161, ,일반음식점,일식,031-566-5885,Y,null, ,2020-08-06,
2444,472000,경기도,남양주시,시래마루 수석점,오기성,2020-07-27,경기도 남양주시 강변북로 632번길 91, ,일반음식점,한식,031-566-3314,Y,null, ,2020-08-06,
2443,472000,경기도,남양주시,안채,공남수,2020-07-27,경기도 남양주시 강변북로 632번길 31, ,일반음식점,한식,031-557-3848,Y,null, ,2020-08-06,
2442,472000,경기도,남양주시,카페수석동198,김혜진,2020-07-27,경기도 남양주시 강변북로 632번길 6-441, ,일반음식점,한식,031-557-0661,Y,null, ,2020-08-06,
2441,472000,경기도,남양주시,한강,허지혜,2020-07-27,경기도 남양주시 강변북로 632번길 6-441,1층,일반음식점_외,기타 음식점업,031-556-5561,Y,null, ,2020-08-06,
2440,472000,경기도,남양주시,초대,유영례,2020-07-27,경기도 남양주시 강변북로 632번길 6-451, ,일반음식점,한식,031-555-7318,Y,null, ,2020-08-06,
2439,472000,경기도,남양주시,나룻터,김미경,2020-07-27,경기도 남양주시 강변북로 632번길 251, ,일반음식점,한식,031-555-5282,Y,null, ,2020-08-06,
2438,472000,경기도,남양주시,동강의 향기,이미희,2020-07-27,경기도 남양주시 강변북로 632번길 27-71, ,일반음식점,한식,031-528-0833,Y,null, ,2020-08-06,
2437,472000,경기도,남양주시,압소담,여은실,2020-07-27,경기도 남양주시 강변북로 632번길 23-41, ,일반음식점,한식,02-558-5290,Y,null, ,2020-08-06,
2436,472000,경기도,남양주시,청춘다방,홍성우,2020-07-27,경기도 남양주시 평내로29번길 41,평내메인프라자 101호,일반음식점_외,기타 음식점업,031-592-5858,Y,null, ,2020-08-06,
2435,472000,경기도,남양주시,삼성웰스토리㈜비전힐스CC,정금용,2020-07-27,경기도 남양주시 화도읍 마치로 226-220, ,일반음식점,한식,031-595-2003,Y,null, ,2020-08-06,
2434,472000,경기도,남양주시,소담촌(호평점),양성숙,2020-07-21,경기도 남양주시 늘을1로 14번길 5,샤르망메디칼프라자 1204~1206호,일반음식점,한식,031-594-4147,Y,null, ,2020-08-06,
2433,472000,경기도,남양주시,두끼평내호평점,이은희,2020-07-21,경기도 남양주시 늘을2로 26,호평메인시네마타워 208호,일반음식점_외,기타 음식점업,031-593-2770,Y,null, ,2020-08-06,
2432,472000,경기도,남양주시,쿠우쿠우 별내점,이현아,2020-07-27,경기도 남양주시 별내중앙로 34,로뎀타워 9층,일반음식점_외,기타 음식점업,031-574-6274,Y,null, ,2020-08-06,
2431,472000,경기도,남양주시,(주)광릉불고기,윤성란,2020-07-27,경기도 남양주시 진접읍 광릉내로 82번길 40-1, ,일반음식점,한식,031-527-6631,Y,null, ,2020-08-06,
2430,472000,경기도,남양주시,광릉돌솥밥,조남우,2020-07-27,경기도 남양주시 진접읍 금강로 1845번길 1, ,일반음식점,한식,031-527-3334,Y,null, ,2020-08-06,
2429,472000,경기도,남양주시,더만족해(The 만족해),함용식,2020-07-15,경기도 남양주시 평내로29번길 41,206호,일반음식점,한식,031-593-7885,Y,null, ,2020-08-06,
2428,472000,경기도,남양주시,맷돌36샤브샤브,홍명남,2020-07-15,경기도 남양주시 화도읍 맷돌로 36, ,일반음식점,한식,031-593-3939,Y,null, ,2020-08-06,
2427,472000,경기도,남양주시,맷돌36숯불갈비,전민규,2020-07-15,경기도 남양주시 화도읍 맷돌로 36, ,일반음식점,한식,031-593-1511,Y,null, ,2020-08-06,
2426,472000,경기도,남양주시,소담촌 마석점,박상희,2020-07-15,경기도 남양주시 화도읍 맷돌로 93,4층,일반음식점,한식,031-592-8545,Y,null, ,2020-08-06,
2425,472000,경기도,남양주시,별미지교,최경훈,2020-07-15,경기도 남양주시 화도읍 비룡로 171, ,일반음식점,한식,031-592-1789,Y,null, ,2020-08-06,
2424,472000,경기도,남양주시,만리장성,박종호,2020-07-15,경기도 남양주시 진건읍 진건오남로 1, ,일반음식점,한식,031-573-2006,Y,null, ,2020-08-06,
2423,472000,경기도,남양주시,㈜더 늘봄,정명동,2020-07-15,경기도 남양주시 진접읍 금강로 1845, ,일반음식점,한식,031-571-8686,Y,null, ,2020-08-06,
2422,472000,경기도,남양주시,남양주축협한우명가,이덕우,2020-07-15,경기도 남양주시 화도읍 창현로 47,1층. 2층,일반음식점,한식,031-560-4812,Y,null, ,2020-08-06,
2421,472000,경기도,남양주시,배갈비.태릉배갈비,김태형,2020-07-15,경기도 남양주시 경춘로 1023, ,일반음식점,한식,031-559-8588,Y,null, ,2020-08-06,
2420,472000,경기도,남양주시,크리미부어크,이한주,2020-07-15,경기도 남양주시 천마산로 2,2층,일반음식점,한식,031-559-3884,Y,null, ,2020-08-06,
2419,472000,경기도,남양주시,쿠우쿠우호평점,장동식,2020-07-15,경기도 남양주시 늘을2로 32,8층,일반음식점,한식,031-511-6275,Y,null, ,2020-08-06,
2418,472000,경기도,남양주시,장어명가,김종미,2020-07-15,경기도 남양주시 화도읍 수레로 1098, ,일반음식점,한식,031-511-5887,Y,null, ,2020-08-06,
2417,472000,경기도,남양주시,아리랑한식뷔페,박순분,2020-07-15,경기도 남양주시 경춘로 765, ,일반음식점,한식,031-511-5432,Y,null, ,2020-08-06,
2416,435000,경기도,군포시,허니듀,한창건 ,2020-07-23,경기도 군포시 호수로 124-9,1층. 2층,일반음식점,서양식,031-437-5003,Y,null, ,2020-08-06,
2415,435000,경기도,군포시,서교복집 ,정영주외1,2020-07-23,경기도 군포시 번영로 34,대흥테라스뷰 1층 111~113호 ,일반음식점,한식,031-461-1687,Y,null, ,2020-08-06,
2414,435000,경기도,군포시,경복궁들깨삼계탕,박용주,2020-07-23,경기도 군포시 군포로,102~104호,일반음식점,한식,031-391-3989,Y,null, ,2020-08-06,
2413,435000,경기도,군포시,여몽소갈비,유재상,2020-07-23,경기도 군포시 용호1로1번길 8-1,1층,일반음식점,한식,031-396-2318,Y,null, ,2020-08-06,
2412,435000,경기도,군포시,유담고깃집,김명술,2020-07-23,경기도 군포시 군포로476번길 20,102호,일반음식점,한식,031-392-5569,Y,null, ,2020-08-06,
2411,435000,경기도,군포시,군포본점뽕잎사랑 ,노정자,2020-07-23,경기도 군포시 당정역로 82,1층,일반음식점,한식,031-456-4564,Y,null, ,2020-08-06,
2410,435000,경기도,군포시,돈내코통삼겹,박종미,2020-07-23,경기도 군포시금산로6번길 36,주영리치빌 104호,일반음식점,한식,031-458-5295,Y,null, ,2020-08-06,
2409,435000,경기도,군포시,아라일식,양홍동,2020-07-23,경기도 군포시 엘에스로 153-18,201호,일반음식점,일식,031-454-5785,Y,null, ,2020-08-06,
2408,435000,경기도,군포시,만들기전문점,박건진,2020-07-22,경기도 군포시 산본로323번길 10-22,청운빌딩 301호,일반음식점,서양식,070-7739-6512,Y,null, ,2020-08-06,
2407,435000,경기도,군포시,상무초밥,정준영외1명,2020-07-22,경기도 군포시 번영로 515,유화프라자 1층 1~4호,일반음식점,일식,031-397-2009,Y,null, ,2020-08-06,
2406,435000,경기도,군포시,본죽&비빔밥카페 산본로데오점,이정훈,2020-07-22,경기도 군포시 산본로323번길 16-15,광림빌딩 201호. 202호,일반음식점,한식,031-398-6282,Y,null, ,2020-08-06,
2405,435000,경기도,군포시,참치왕권태윤(본점),권태윤,2020-07-22,경기도 군포시 산본로323번길 4-11,비전빌딩 3층,일반음식점,일식,031-395-3790,Y,null, ,2020-08-06,
2404,435000,경기도,군포시,마산아구찜 ,김준수,2020-07-22,경기도 군포시 산본로343번길9,성진빌딩 202호,일반음식점,한식,031-393-5955,Y,null, ,2020-08-06,
2403,435000,경기도,군포시,봉추찜닭,김경숙,2020-07-22,경기도 군포시 산본로323번길 26-18,201호,일반음식점,한식,031-392-6981,Y,null, ,2020-08-06,
